ID,Date,Primary.Type,Description,Location.Description,Arrest,Domestic,Latitude,Longitude
8390,07-10-2023,ASSAULT,UNLAWFUL ENTRY,PARKING LOT,FALSE,FALSE,41.98293873,-87.76635478
8391,07-11-2023,BATTERY,OVER $500,ALLEY,FALSE,FALSE,41.92023494,-87.65529695
8392,04-04-2023,ROBBERY,SIMPLE,APARTMENT,TRUE,FALSE,41.79116915,-87.84331624
8393,25-07-2023,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,TRUE,41.68989982,-87.87617509
8394,04-12-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,42.01855378,-87.87574464
8395,09-02-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.96210084,-87.69890391
8396,13-03-2023,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,41.73919955,-87.71002377
8397,07-07-2023,THEFT,SIMPLE,APARTMENT,TRUE,FALSE,41.84752976,-87.6515489
8398,19-12-2023,NARCOTICS,AUTOMOBILE,RESIDENCE,TRUE,FALSE,41.97842542,-87.75061939
8399,18-08-2023,NARCOTICS,UNLAWFUL ENTRY,STREET,FALSE,TRUE,41.86951868,-87.83612789
8400,21-08-2023,CRIMINAL DAMAGE,OVER $500,STREET,TRUE,FALSE,41.72596616,-87.7005568
8401,15-12-2023,CRIMINAL DAMAGE,SIMPLE,RESTAURANT,FALSE,TRUE,41.69920806,-87.69717593
8402,05-11-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.73041306,-87.81474954
8403,15-06-2023,MOTOR VEHICLE THEFT,SIMPLE,PARKING LOT,FALSE,FALSE,41.76281637,-87.69874125
8404,09-07-2023,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,FALSE,41.80078778,-87.73228523
8405,03-02-2023,BATTERY,UNLAWFUL ENTRY,STREET,TRUE,TRUE,41.75001619,-87.61813314
8406,25-11-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,SIDEWALK,FALSE,TRUE,41.69807886,-87.73543878
8407,23-07-2023,BATTERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,41.809794,-87.69332146
8408,03-03-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,TRUE,41.9662647,-87.83421687
8409,30-11-2023,BURGLARY,SIMPLE,SIDEWALK,TRUE,FALSE,41.67132223,-87.80990595
8410,14-05-2023,MOTOR VEHICLE THEFT,SIMPLE,RESIDENCE,FALSE,TRUE,41.95731352,-87.60180615
8411,08-04-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.66835524,-87.67368294
8412,09-02-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,41.74339644,-87.65686043
8413,09-12-2023,CRIMINAL DAMAGE,SIMPLE,PARKING LOT,FALSE,FALSE,41.96715162,-87.80638037
8414,18-03-2023,ROBBERY,OVER $500,STREET,TRUE,TRUE,41.82351385,-87.86419235
8415,09-01-2023,CRIMINAL DAMAGE,SIMPLE,STREET,FALSE,FALSE,41.79400641,-87.87323686
8416,20-07-2023,ROBBERY,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.77464584,-87.55148721
8417,08-06-2023,BATTERY,OVER $500,STREET,FALSE,TRUE,41.89420388,-87.74110269
8418,21-11-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,TRUE,41.79983684,-87.55822167
8419,14-10-2023,ROBBERY,AUTOMOBILE,SIDEWALK,TRUE,TRUE,41.85139995,-87.58615148
8420,01-04-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.91554512,-87.88157894
8421,23-12-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,41.64962571,-87.6666622
8422,03-05-2023,BURGLARY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.78419677,-87.7959246
8423,05-01-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,41.72834506,-87.90217735
8424,25-05-2023,BATTERY,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.77605864,-87.62046564
8425,15-05-2023,BURGLARY,AUTOMOBILE,APARTMENT,FALSE,TRUE,41.87015996,-87.69324144
8426,04-08-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,TRUE,41.73697427,-87.87436975
8427,15-03-2023,CRIMINAL DAMAGE,AUTOMOBILE,STREET,FALSE,FALSE,41.97367227,-87.7626498
8428,09-06-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,41.68137543,-87.55796169
8429,04-06-2023,BURGLARY,AUTOMOBILE,SIDEWALK,FALSE,TRUE,41.80901416,-87.55409401
8430,17-08-2023,ROBBERY,SIMPLE,PARKING LOT,TRUE,FALSE,41.67368088,-87.87636787
8431,22-04-2023,BURGLARY,AUTOMOBILE,SIDEWALK,FALSE,TRUE,41.84016561,-87.64618144
8432,17-08-2023,CRIMINAL DAMAGE,AUTOMOBILE,RESIDENCE,FALSE,FALSE,41.9629036,-87.56964075
8433,04-01-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,FALSE,41.7940304,-87.52621578
8434,25-01-2023,NARCOTICS,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.82905561,-87.6010211
8435,27-12-2023,BURGLARY,SIMPLE,STREET,FALSE,TRUE,42.00784748,-87.83965053
8436,09-11-2023,THEFT,AUTOMOBILE,ALLEY,TRUE,FALSE,41.73893818,-87.9072994
8437,26-12-2023,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,41.87174556,-87.77730007
8438,10-10-2023,THEFT,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,41.83546826,-87.58753589
8439,17-01-2023,BATTERY,AGGRAVATED,RESIDENCE,TRUE,FALSE,41.99742931,-87.60575432
8440,16-10-2023,BATTERY,OVER $500,APARTMENT,FALSE,FALSE,41.73037247,-87.70328928
8441,10-11-2023,BURGLARY,SIMPLE,SIDEWALK,TRUE,TRUE,41.80749159,-87.68572239
8442,20-07-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,FALSE,41.70308211,-87.57072051
8443,10-10-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.88748636,-87.91530144
8444,31-07-2023,THEFT,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.99308169,-87.7536035
8445,26-06-2023,THEFT,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,41.71209991,-87.90071367
8446,17-04-2023,ROBBERY,OVER $500,ALLEY,TRUE,TRUE,41.85940931,-87.93447043
8447,12-10-2023,CRIMINAL DAMAGE,SIMPLE,RESIDENCE,TRUE,FALSE,41.9429831,-87.93841158
8448,23-03-2023,NARCOTICS,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.76267635,-87.82622064
8449,14-05-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.88335026,-87.59487601
8450,01-07-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,FALSE,41.92499251,-87.54373059
8451,27-09-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,TRUE,41.80953407,-87.79822126
8452,12-06-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,TRUE,41.99545191,-87.7428911
8453,24-06-2023,CRIMINAL DAMAGE,OVER $500,STREET,TRUE,TRUE,41.96255523,-87.92773472
8454,15-10-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,41.74404915,-87.73220145
8455,21-12-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,TRUE,41.67130941,-87.93255998
8456,20-09-2023,ROBBERY,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,42.01173405,-87.68264809
8457,20-02-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,TRUE,41.72901976,-87.64310085
8458,15-02-2023,NARCOTICS,AGGRAVATED,PARKING LOT,FALSE,FALSE,41.68005454,-87.72183592
8459,26-01-2023,ROBBERY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,41.8252959,-87.90967064
8460,30-04-2023,ASSAULT,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.96853753,-87.71391606
8461,25-08-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,RESTAURANT,TRUE,FALSE,41.76102232,-87.53636524
8462,16-12-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.94032966,-87.5655421
8463,27-06-2023,CRIMINAL DAMAGE,OVER $500,RESIDENCE,FALSE,FALSE,41.67266522,-87.77617328
8464,06-04-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,41.88587282,-87.68145995
8465,11-03-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.99414733,-87.84574538
8466,06-01-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.94800296,-87.80538697
8467,05-11-2023,THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,42.01589054,-87.89952941
8468,22-11-2023,NARCOTICS,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.73179017,-87.8978839
8469,13-09-2023,ROBBERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.99598881,-87.53757766
8470,22-11-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,TRUE,41.98794555,-87.61657388
8471,05-10-2023,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.70165685,-87.5542447
8472,23-12-2023,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,41.84191593,-87.6982328
8473,16-12-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,TRUE,FALSE,41.74555719,-87.77213686
8474,08-04-2023,ROBBERY,SIMPLE,RESTAURANT,TRUE,TRUE,41.79137722,-87.84472361
8475,28-09-2023,ASSAULT,AUTOMOBILE,SIDEWALK,FALSE,TRUE,42.02053855,-87.67838447
8476,13-02-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,RESIDENCE,TRUE,TRUE,41.83057801,-87.77459408
8477,19-07-2023,ROBBERY,SIMPLE,ALLEY,FALSE,FALSE,41.93170328,-87.65394714
8478,22-05-2023,NARCOTICS,AUTOMOBILE,APARTMENT,FALSE,TRUE,41.70907432,-87.61678063
8479,06-11-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,SIDEWALK,TRUE,TRUE,41.80196423,-87.87761823
8480,24-11-2023,CRIMINAL DAMAGE,SIMPLE,STREET,TRUE,FALSE,41.8844456,-87.58598825
8481,30-07-2023,ROBBERY,AGGRAVATED,SIDEWALK,TRUE,TRUE,41.75340953,-87.65578549
8482,26-01-2023,ASSAULT,AGGRAVATED,RESTAURANT,FALSE,FALSE,41.80674779,-87.83362203
8483,28-03-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.65866857,-87.86274436
8484,31-10-2023,BATTERY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,41.87537898,-87.81808314
8485,25-12-2023,BATTERY,OVER $500,PARKING LOT,FALSE,TRUE,41.82962249,-87.73109497
8486,08-04-2023,BATTERY,AGGRAVATED,ALLEY,FALSE,FALSE,41.71943983,-87.93588297
8487,23-09-2023,ASSAULT,SIMPLE,STREET,TRUE,FALSE,41.73941992,-87.93973192
8488,04-03-2023,NARCOTICS,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,41.72662845,-87.74165451
8489,09-05-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,42.00410927,-87.74709493
8490,16-01-2023,THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,42.02174896,-87.74891252
8491,16-10-2023,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.94436329,-87.56799443
8492,16-12-2023,ROBBERY,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.75399129,-87.67614543
8493,09-11-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,TRUE,41.65915635,-87.75412851
8494,26-07-2023,MOTOR VEHICLE THEFT,OVER $500,PARKING LOT,FALSE,FALSE,41.7737214,-87.66436319
8495,20-10-2023,NARCOTICS,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.88755906,-87.67872345
8496,11-12-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.99128443,-87.68165439
8497,25-12-2023,ASSAULT,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.67091949,-87.70610365
8498,05-10-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.6826181,-87.53719276
8499,24-05-2023,BURGLARY,OVER $500,RESIDENCE,TRUE,FALSE,41.66429644,-87.76905886
8500,28-02-2023,ROBBERY,SIMPLE,ALLEY,TRUE,FALSE,41.84504415,-87.78575902
8501,28-08-2023,BURGLARY,OVER $500,APARTMENT,TRUE,FALSE,41.86236108,-87.56205651
8502,02-07-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,41.88985759,-87.53067474
8503,07-01-2023,BURGLARY,SIMPLE,ALLEY,FALSE,TRUE,41.76725908,-87.89358353
8504,19-11-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,FALSE,41.84395518,-87.92270486
8505,06-08-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.93092159,-87.67280217
8506,11-03-2023,ASSAULT,OVER $500,STREET,TRUE,TRUE,41.89972947,-87.71397905
8507,06-08-2023,MOTOR VEHICLE THEFT,OVER $500,STREET,FALSE,FALSE,41.70334217,-87.88418808
8508,08-04-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,PARKING LOT,FALSE,TRUE,41.65738719,-87.82121504
8509,10-09-2023,ROBBERY,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.77231651,-87.65129006
8510,08-02-2023,NARCOTICS,OVER $500,PARKING LOT,FALSE,TRUE,41.6698299,-87.67719008
8511,05-05-2023,CRIMINAL DAMAGE,OVER $500,STREET,TRUE,TRUE,41.98299934,-87.84808911
8512,21-12-2023,NARCOTICS,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.80174073,-87.74758219
8513,06-10-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,TRUE,41.823182,-87.77474392
8514,22-11-2023,THEFT,SIMPLE,RESIDENCE,FALSE,TRUE,41.83777499,-87.71938877
8515,11-04-2023,ROBBERY,AGGRAVATED,STREET,FALSE,TRUE,41.68931944,-87.78852705
8516,21-11-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,41.78053385,-87.59839499
8517,01-05-2023,ROBBERY,SIMPLE,ALLEY,FALSE,TRUE,41.66169015,-87.61038011
8518,31-12-2023,CRIMINAL DAMAGE,AGGRAVATED,RESIDENCE,FALSE,TRUE,41.66234135,-87.59704916
8519,03-06-2023,MOTOR VEHICLE THEFT,OVER $500,PARKING LOT,FALSE,FALSE,41.9886274,-87.81348413
8520,19-12-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,42.00419776,-87.74111036
8521,19-01-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,TRUE,41.92326728,-87.84026836
8522,28-11-2023,NARCOTICS,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.89164256,-87.72888249
8523,01-07-2023,ASSAULT,AGGRAVATED,STREET,TRUE,FALSE,41.80575291,-87.73440247
8524,21-01-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,41.95162964,-87.81383781
8525,13-03-2023,MOTOR VEHICLE THEFT,AGGRAVATED,ALLEY,FALSE,TRUE,41.73496074,-87.69812528
8526,17-10-2023,NARCOTICS,ARMED: HANDGUN,PARKING LOT,TRUE,TRUE,41.80909358,-87.53601044
8527,28-07-2023,MOTOR VEHICLE THEFT,SIMPLE,PARKING LOT,TRUE,FALSE,41.81929458,-87.74028917
8528,30-08-2023,NARCOTICS,AGGRAVATED,ALLEY,TRUE,TRUE,41.97403759,-87.68599562
8529,07-05-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,RESIDENCE,FALSE,TRUE,41.94950884,-87.5995638
8530,17-05-2023,MOTOR VEHICLE THEFT,AGGRAVATED,PARKING LOT,TRUE,TRUE,42.02171887,-87.60501753
8531,12-09-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.96758641,-87.62908002
8532,08-10-2023,ROBBERY,SIMPLE,RESIDENCE,TRUE,TRUE,41.86654735,-87.77970986
8533,18-09-2023,THEFT,OVER $500,RESTAURANT,TRUE,TRUE,41.71196394,-87.60960155
8534,21-08-2023,ROBBERY,SIMPLE,PARKING LOT,TRUE,FALSE,41.86542135,-87.81326747
8535,04-06-2023,NARCOTICS,SIMPLE,PARKING LOT,FALSE,FALSE,41.72087521,-87.81805168
8536,01-06-2023,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.77153869,-87.89274966
8537,29-01-2023,NARCOTICS,AUTOMOBILE,RESIDENCE,TRUE,TRUE,41.97210837,-87.73382827
8538,25-11-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,RESTAURANT,TRUE,TRUE,41.79652595,-87.7861252
8539,20-07-2023,NARCOTICS,AUTOMOBILE,RESIDENCE,FALSE,FALSE,41.69105569,-87.55552501
8540,19-03-2023,BURGLARY,SIMPLE,RESTAURANT,FALSE,TRUE,41.84298466,-87.75964727
8541,05-06-2023,BATTERY,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.69557871,-87.6686426
8542,22-07-2023,ROBBERY,UNLAWFUL ENTRY,SIDEWALK,FALSE,TRUE,41.83842906,-87.71734632
8543,30-09-2023,ROBBERY,AGGRAVATED,PARKING LOT,TRUE,FALSE,41.80487533,-87.8487708
8544,10-08-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,41.8616851,-87.66924516
8545,13-02-2023,ASSAULT,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.88292755,-87.91682679
8546,30-10-2023,ASSAULT,UNLAWFUL ENTRY,STREET,TRUE,TRUE,41.67348023,-87.83761955
8547,10-02-2023,THEFT,OVER $500,STREET,TRUE,FALSE,41.92606899,-87.64300638
8548,10-01-2023,BATTERY,OVER $500,APARTMENT,TRUE,FALSE,41.7868429,-87.88288974
8549,06-11-2023,ASSAULT,UNLAWFUL ENTRY,RESTAURANT,FALSE,TRUE,41.99269063,-87.53449705
8550,27-11-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,41.80486358,-87.9381282
8551,18-03-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.98622502,-87.690847
8552,27-11-2023,NARCOTICS,AGGRAVATED,ALLEY,TRUE,FALSE,41.73163427,-87.79800884
8553,19-07-2023,NARCOTICS,ARMED: HANDGUN,STREET,FALSE,FALSE,41.76357367,-87.92630383
8554,01-08-2023,NARCOTICS,OVER $500,PARKING LOT,TRUE,TRUE,41.92219059,-87.75033517
8555,17-11-2023,BATTERY,UNLAWFUL ENTRY,STREET,TRUE,FALSE,41.7145804,-87.88633142
8556,31-03-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.80783647,-87.6675006
8557,04-05-2023,NARCOTICS,SIMPLE,ALLEY,TRUE,TRUE,41.89738007,-87.92235092
8558,15-04-2023,NARCOTICS,AUTOMOBILE,SIDEWALK,FALSE,TRUE,41.83692462,-87.73965669
8559,09-08-2023,ASSAULT,OVER $500,SIDEWALK,TRUE,FALSE,41.7686888,-87.64558263
8560,10-07-2023,NARCOTICS,ARMED: HANDGUN,ALLEY,FALSE,TRUE,42.00363344,-87.8328389
8561,03-10-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.90937878,-87.59355831
8562,16-01-2023,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,FALSE,41.89981823,-87.61794733
8563,07-02-2023,ROBBERY,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.80105556,-87.53579986
8564,15-11-2023,CRIMINAL DAMAGE,SIMPLE,APARTMENT,TRUE,TRUE,41.70822865,-87.58436298
8565,20-01-2023,THEFT,AUTOMOBILE,APARTMENT,TRUE,TRUE,41.99602322,-87.85772482
8566,08-07-2023,NARCOTICS,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.97404212,-87.62955751
8567,19-06-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.92128862,-87.80922354
8568,01-10-2023,NARCOTICS,AGGRAVATED,RESTAURANT,TRUE,FALSE,41.9306264,-87.58383304
8569,29-09-2023,MOTOR VEHICLE THEFT,OVER $500,STREET,TRUE,FALSE,41.89641726,-87.85397089
8570,21-09-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.80985907,-87.63010101
8571,08-02-2023,ASSAULT,UNLAWFUL ENTRY,PARKING LOT,FALSE,TRUE,41.67875403,-87.78385894
8572,07-12-2023,THEFT,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,41.76393733,-87.8799157
8573,16-11-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.89646645,-87.61484666
8574,03-01-2023,ROBBERY,UNLAWFUL ENTRY,STREET,FALSE,TRUE,41.80377495,-87.7893975
8575,25-01-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,41.78086374,-87.59309314
8576,11-03-2023,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,41.87524354,-87.63513553
8577,01-02-2023,BURGLARY,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.6560756,-87.62398869
8578,02-01-2023,BATTERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,41.73278418,-87.66838002
8579,24-12-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.85433614,-87.78289064
8580,29-08-2023,ROBBERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,42.00486709,-87.68716971
8581,10-10-2023,ROBBERY,AUTOMOBILE,APARTMENT,TRUE,TRUE,41.99011503,-87.59763318
8582,30-07-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,FALSE,41.93572151,-87.54983532
8583,02-01-2023,ROBBERY,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.73074981,-87.87619874
8584,16-08-2023,CRIMINAL DAMAGE,SIMPLE,APARTMENT,TRUE,FALSE,41.78858734,-87.81286313
8585,25-10-2023,MOTOR VEHICLE THEFT,OVER $500,RESIDENCE,FALSE,FALSE,42.0057344,-87.74853434
8586,15-05-2023,ASSAULT,AGGRAVATED,RESIDENCE,TRUE,TRUE,41.95093207,-87.61153736
8587,30-10-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,41.98428663,-87.63941739
8588,31-01-2023,ASSAULT,OVER $500,PARKING LOT,TRUE,TRUE,41.87455949,-87.68992323
8589,07-09-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,STREET,TRUE,TRUE,41.69542372,-87.71408723
8590,06-02-2023,BURGLARY,SIMPLE,RESTAURANT,FALSE,FALSE,42.00997938,-87.89401475
8591,18-06-2023,BATTERY,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.86934124,-87.78466193
8592,08-12-2023,THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,41.99719862,-87.82235127
8593,02-07-2023,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,41.84532728,-87.93002351
8594,16-03-2023,BURGLARY,AUTOMOBILE,ALLEY,TRUE,FALSE,41.67444521,-87.92942925
8595,23-09-2023,ROBBERY,SIMPLE,RESIDENCE,TRUE,FALSE,41.94171412,-87.70049412
8596,14-08-2023,NARCOTICS,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.9587979,-87.65016105
8597,22-12-2023,THEFT,ARMED: HANDGUN,ALLEY,FALSE,TRUE,41.903455,-87.81654309
8598,11-09-2023,BATTERY,AUTOMOBILE,SIDEWALK,TRUE,FALSE,41.65983526,-87.53210403
8599,23-08-2023,BURGLARY,AGGRAVATED,ALLEY,FALSE,FALSE,41.74472632,-87.74094137
8600,23-10-2023,ASSAULT,ARMED: HANDGUN,PARKING LOT,FALSE,TRUE,41.98829717,-87.85509514
8601,07-03-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.8205645,-87.85930347
8602,28-02-2023,THEFT,OVER $500,RESIDENCE,TRUE,TRUE,41.89059146,-87.86565668
8603,01-01-2023,NARCOTICS,SIMPLE,PARKING LOT,TRUE,TRUE,41.91625372,-87.73776955
8604,07-09-2023,ASSAULT,AUTOMOBILE,SIDEWALK,FALSE,FALSE,41.87774723,-87.86042062
8605,11-12-2023,ASSAULT,OVER $500,RESTAURANT,TRUE,TRUE,41.6561878,-87.52903686
8606,25-05-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,RESIDENCE,TRUE,TRUE,41.72545507,-87.82694327
8607,18-01-2023,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,TRUE,41.99492068,-87.79588684
8608,07-01-2023,CRIMINAL DAMAGE,AUTOMOBILE,PARKING LOT,FALSE,TRUE,41.89304516,-87.92365157
8609,22-02-2023,BATTERY,SIMPLE,PARKING LOT,FALSE,TRUE,41.81742767,-87.81966136
8610,24-10-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.83474616,-87.59029699
8611,31-03-2023,NARCOTICS,AGGRAVATED,ALLEY,FALSE,FALSE,41.80432601,-87.92350682
